uid	similarity	catnum	ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	arow	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	cat	assoc_share	assoc_rank	source_name	abs_beta	abs_or	highest_phase_with_known_outcome	areas	genetic_insight	target_status	phase
IL2RA-D006086	0.434	3	IL2RA-D006086	IL2RA	D006086	Graft vs Host Disease	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	244464	D014923	Wiskott-Aldrich Syndrome	OMIM	NA	Immunodeficiency 41 with lymphoproliferation and autoimmunity, 606367 (3), Autosomal recessive	https://omim.org/entry/147730	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	immune	gwas	unsupported target	II
IL2RA-D006509	0.47	5	IL2RA-D006509	IL2RA	D006509	Hepatitis B	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	NA	244467	D015212	Inflammatory Bowel Diseases	OTG	NA	Inflammatory bowel disease	https://genetics.opentargets.org/study/GCST001725	2012	NA	NA	0.155714285714286	0.79	1	Launched	0.79	1	GWAS	NA	1.1020000000000003	3	infection, digestive	gwas	unsupported target	Launched
IL2RA-D006526	0.463	3	IL2RA-D006526	IL2RA	D006526	Hepatitis C	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244467	D015212	Inflammatory Bowel Diseases	OTG	NA	Inflammatory bowel disease	https://genetics.opentargets.org/study/GCST001725	2012	NA	NA	0.155714285714286	0.79	1	Phase II	0.79	1	GWAS	NA	1.1020000000000003	2	infection, digestive	gwas	unsupported target	II
IL2RA-D006689	0.485	3	IL2RA-D006689	IL2RA	D006689	Hodgkin Disease	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	244401	D006402	Hematologic Diseases	OTG	NA	Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST004632	2016	NA	NA	0.0793506493506494	0.75	1	Phase II	0.75	1	GWAS	0.03780895	NA	1	oncology	gwas	unsupported target	II
IL2RA-D007680	0.244	5	IL2RA-D007680	IL2RA	D007680	Kidney Neoplasms	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	1996	244401	D006402	Hematologic Diseases	OTG	NA	Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST004632	2016	NA	NA	0.0793506493506494	0.75	1	Launched	0.75	1	GWAS	0.03780895	NA	3	oncology	both	unsupported target	Launched
IL2RA-D007918	0.388	5	IL2RA-D007918	IL2RA	D007918	Leprosy	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	NA	244399	D006255	Rhinitis, Allergic, Seasonal	OTG	NA	Hayfever, allergic rhinitis or eczema | blood clot, dvt, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor	https://genetics.opentargets.org/study/NEALE2_6152_9	2018	NA	NA	0.0120983478600234	0.84	1	Launched	0.84	1	GWAS	NA	1.1903802517949318	3	infection	gwas	unsupported target	Launched
IL2RA-D008113	0.46	5	IL2RA-D008113	IL2RA	D008113	Liver Neoplasms	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	NA	244467	D015212	Inflammatory Bowel Diseases	OTG	NA	Inflammatory bowel disease	https://genetics.opentargets.org/study/GCST001725	2012	NA	NA	0.155714285714286	0.79	1	Launched	0.79	1	GWAS	NA	1.1020000000000003	3	oncology	gwas	unsupported target	Launched
IL2RA-D008175	0.644	5	IL2RA-D008175	IL2RA	D008175	Lung Neoplasms	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	NA	244343	D001249	Asthma	OTG	NA	Asthma [conditional]	https://genetics.opentargets.org/study/GCST009720_2	2019	NA	NA	0.105464693665628	0.57	1	Launched	0.57	1	GWAS	NA	NA	3	oncology	both	unsupported target	Launched
IL2RA-D008180	0.667	5	IL2RA-D008180	IL2RA	D008180	Lupus Erythematosus, Systemic	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	NA	244350	D001327	Autoimmune Diseases	OTG	NA	Autoimmune diseases	https://genetics.opentargets.org/study/FINNGEN_R6_AUTOIMMUNE	2022	NA	NA	0.21119906566312	0.84	1	Launched	0.84	1	GWAS	NA	1.08154437873703	3	dermatology, immune	both	unsupported target	Launched
IL2RA-D008223	0.538	5	IL2RA-D008223	IL2RA	D008223	Lymphoma	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	NA	244401	D006402	Hematologic Diseases	OTG	NA	Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST004632	2016	NA	NA	0.0793506493506494	0.75	1	Launched	0.75	1	GWAS	0.03780895	NA	3	oncology	gwas	unsupported target	Launched
IL2RA-D008228	0.519	3	IL2RA-D008228	IL2RA	D008228	Lymphoma, Non-Hodgkin	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244401	D006402	Hematologic Diseases	OTG	NA	Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST004632	2016	NA	NA	0.0793506493506494	0.75	1	Phase II	0.75	1	GWAS	0.03780895	NA	2	oncology	both	unsupported target	II
IL2RA-D008545	0.254	5	IL2RA-D008545	IL2RA	D008545	Melanoma	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	NA	244401	D006402	Hematologic Diseases	OTG	NA	Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST004632	2016	NA	NA	0.0793506493506494	0.75	1	Launched	0.75	1	GWAS	0.03780895	NA	3	oncology	both	unsupported target	Launched
IL2RA-D009101	0.525	3	IL2RA-D009101	IL2RA	D009101	Multiple Myeloma	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244464	D014923	Wiskott-Aldrich Syndrome	OMIM	NA	Immunodeficiency 41 with lymphoproliferation and autoimmunity, 606367 (3), Autosomal recessive	https://omim.org/entry/147730	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	gwas	unsupported target	II
IL2RA-D010051	0.581	3	IL2RA-D010051	IL2RA	D010051	Ovarian Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244361	D003920	Diabetes Mellitus	OTG	NA	Diabetes mellitus	https://genetics.opentargets.org/study/FINNGEN_R6_E4_DIABETES	2022	NA	NA	0.523846653671215	0.84	1	Phase II	0.84	1	GWAS	NA	1.05312296266996	2	oncology	gwas	unsupported target	II
IL2RA-D010190	0.582	3	IL2RA-D010190	IL2RA	D010190	Pancreatic Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	244361	D003920	Diabetes Mellitus	OTG	NA	Diabetes mellitus	https://genetics.opentargets.org/study/FINNGEN_R6_E4_DIABETES	2022	NA	NA	0.523846653671215	0.84	1	Phase II	0.84	1	GWAS	NA	1.05312296266996	1	oncology	gwas	unsupported target	II
IL2RA-D011471	0.24	3	IL2RA-D011471	IL2RA	D011471	Prostatic Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244401	D006402	Hematologic Diseases	OTG	NA	Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST004632	2016	NA	NA	0.0793506493506494	0.75	1	Phase II	0.75	1	GWAS	0.03780895	NA	2	oncology	both	unsupported target	II
IL2RA-D012859	0.803	5	IL2RA-D012859	IL2RA	D012859	Sjogren's Syndrome	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	NA	244335	D001172	Arthritis, Rheumatoid	OTG	NA	Rheumatoid arthritis	https://genetics.opentargets.org/study/GCST002318	2013	NA	NA	0.4234228362878	0.85	1	Launched	0.85	1	GWAS	NA	1.1	3	musculoskeletal, ophthalmology, dermatology, immune	both	genetically supported target	Launched
IL2RA-D014376	0.411	5	IL2RA-D014376	IL2RA	D014376	Tuberculosis	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	NA	244399	D006255	Rhinitis, Allergic, Seasonal	OTG	NA	Hayfever, allergic rhinitis or eczema | blood clot, dvt, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor	https://genetics.opentargets.org/study/NEALE2_6152_9	2018	NA	NA	0.0120983478600234	0.84	1	Launched	0.84	1	GWAS	NA	1.1903802517949318	3	infection	gwas	unsupported target	Launched
IL2RA-D014523	0.213	3	IL2RA-D014523	IL2RA	D014523	Urethral Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244401	D006402	Hematologic Diseases	OTG	NA	Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST004632	2016	NA	NA	0.0793506493506494	0.75	1	Phase II	0.75	1	GWAS	0.03780895	NA	2	oncology	gwas	unsupported target	II
IL2RA-D015179	0.611	5	IL2RA-D015179	IL2RA	D015179	Colorectal Neoplasms	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	NA	244467	D015212	Inflammatory Bowel Diseases	OTG	NA	Inflammatory bowel disease	https://genetics.opentargets.org/study/GCST001725	2012	NA	NA	0.155714285714286	0.79	1	Launched	0.79	1	GWAS	NA	1.1020000000000003	3	oncology	both	unsupported target	Launched
IL2RA-D015470	0.241	3	IL2RA-D015470	IL2RA	D015470	Leukemia, Myeloid, Acute	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244401	D006402	Hematologic Diseases	OTG	NA	Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST004632	2016	NA	NA	0.0793506493506494	0.75	1	Phase II	0.75	1	GWAS	0.03780895	NA	2	oncology	both	unsupported target	II
IL2RA-D016403	0.443	3	IL2RA-D016403	IL2RA	D016403	Lymphoma, Large B-Cell, Diffuse	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244401	D006402	Hematologic Diseases	OTG	NA	Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST004632	2016	NA	NA	0.0793506493506494	0.75	1	Phase II	0.75	1	GWAS	0.03780895	NA	2	oncology	gwas	unsupported target	II
IL2RA-D018295	0.217	3	IL2RA-D018295	IL2RA	D018295	Neoplasms, Basal Cell	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	244401	D006402	Hematologic Diseases	OTG	NA	Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST004632	2016	NA	NA	0.0793506493506494	0.75	1	Phase II	0.75	1	GWAS	0.03780895	NA	1	oncology	both	unsupported target	II
IL2RA-D018307	0.248	3	IL2RA-D018307	IL2RA	D018307	Neoplasms, Squamous Cell	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	244401	D006402	Hematologic Diseases	OTG	NA	Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST004632	2016	NA	NA	0.0793506493506494	0.75	1	Phase II	0.75	1	GWAS	0.03780895	NA	1	oncology	both	unsupported target	II
IL2RA-D054198	0.47	2	IL2RA-D054198	IL2RA	D054198	Precursor Cell Lymphoblastic Leukemia-Lymphoma	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	244401	D006402	Hematologic Diseases	OTG	NA	Lymphocyte percentage of white cells	https://genetics.opentargets.org/study/GCST004632	2016	NA	NA	0.0793506493506494	0.75	1	Phase I	0.75	1	GWAS	0.03780895	NA	1	oncology	both	unsupported target	I
IL2RA-D055752	0.759	3	IL2RA-D055752	IL2RA	D055752	Small Cell Lung Carcinoma	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244343	D001249	Asthma	OTG	NA	Asthma [conditional]	https://genetics.opentargets.org/study/GCST009720_2	2019	NA	NA	0.105464693665628	0.57	1	Phase II	0.57	1	GWAS	NA	NA	2	oncology	both	unsupported target	II
IL2RB-D000086382	0	2	IL2RB-D000086382	IL2RB	D000086382	COVID-19	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	244530	D000740	Anemia	OTG	NA	Mean corpuscular hemoglobin	https://genetics.opentargets.org/study/GCST007068	2018	NA	NA	0.181960171807888	0.75	1	Phase I	0.75	1	GWAS	NA	NA	1	infection, respiratory	gwas	unsupported target	I
IL2RB-D001749	0.234	4	IL2RB-D001749	IL2RB	D001749	Urinary Bladder Neoplasms	Phase III	NA	Phase III	4	NA	4	TRUE	TRUE	TRUE	FALSE	FALSE	NA	244558	D006402	Hematologic Diseases	OTG	NA	Eosinophil percentage of white cells	https://genetics.opentargets.org/study/GCST004600	2016	NA	NA	0.298335717071902	0.65	1	Phase III	0.65	1	GWAS	0.02197386	NA	3	oncology	both	unsupported target	III
IL2RB-D002289	0.773	3	IL2RB-D002289	IL2RB	D002289	Carcinoma, Non-Small-Cell Lung	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244544	D001249	Asthma	OTG	NA	Asthma	https://genetics.opentargets.org/study/GCST000804	2010	NA	NA	0.43667100130039	0.65	1	Phase II	0.65	1	GWAS	NA	1.1199999999999999	2	oncology	both	unsupported target	II
IL2RB-D002583	0.237	3	IL2RB-D002583	IL2RB	D002583	Uterine Cervical Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244558	D006402	Hematologic Diseases	OTG	NA	Eosinophil percentage of white cells	https://genetics.opentargets.org/study/GCST004600	2016	NA	NA	0.298335717071902	0.65	1	Phase II	0.65	1	GWAS	0.02197386	NA	2	oncology	gwas	unsupported target	II
IL2RB-D003093	0.234	3	IL2RB-D003093	IL2RB	D003093	Colitis, Ulcerative	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	244558	D006402	Hematologic Diseases	OTG	NA	Eosinophil percentage of white cells	https://genetics.opentargets.org/study/GCST004600	2016	NA	NA	0.298335717071902	0.65	1	Phase II	0.65	1	GWAS	0.02197386	NA	1	digestive	both	unsupported target	II
IL2RB-D004938	0.234	3	IL2RB-D004938	IL2RB	D004938	Esophageal Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244558	D006402	Hematologic Diseases	OTG	NA	Eosinophil percentage of white cells	https://genetics.opentargets.org/study/GCST004600	2016	NA	NA	0.298335717071902	0.65	1	Phase II	0.65	1	GWAS	0.02197386	NA	2	oncology	both	unsupported target	II
IL2RB-D006086	0.434	2	IL2RB-D006086	IL2RB	D006086	Graft vs Host Disease	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	244563	D014923	Wiskott-Aldrich Syndrome	OMIM	NA	Immunodeficiency 63 with lymphoproliferation and autoimmunity, 618495 (3), Autosomal recessive	https://omim.org/entry/146710	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	OMIM	NA	NA	1	immune	gwas	unsupported target	I
IL2RB-D006258	0.255	4	IL2RB-D006258	IL2RB	D006258	Head and Neck Neoplasms	Phase III	NA	Phase III	4	NA	4	TRUE	TRUE	TRUE	FALSE	FALSE	NA	244558	D006402	Hematologic Diseases	OTG	NA	Eosinophil percentage of white cells	https://genetics.opentargets.org/study/GCST004600	2016	NA	NA	0.298335717071902	0.65	1	Phase III	0.65	1	GWAS	0.02197386	NA	3	oncology	both	unsupported target	III
IL2RB-D008180	0.634	3	IL2RB-D008180	IL2RB	D008180	Lupus Erythematosus, Systemic	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	244546	D003922	Diabetes Mellitus, Type 1	OTG	NA	Type 1 diabetes	https://genetics.opentargets.org/study/GCST90014023	2021	NA	NA	0.436564736499675	0.64	1	Phase II	0.64	1	GWAS	NA	1.0906010867727274	1	dermatology, immune	both	unsupported target	II
IL2RB-D008228	0.519	3	IL2RB-D008228	IL2RB	D008228	Lymphoma, Non-Hodgkin	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244558	D006402	Hematologic Diseases	OTG	NA	Eosinophil percentage of white cells	https://genetics.opentargets.org/study/GCST004600	2016	NA	NA	0.298335717071902	0.65	1	Phase II	0.65	1	GWAS	0.02197386	NA	2	oncology	both	unsupported target	II
IL2RB-D009369	0.336	3	IL2RB-D009369	IL2RB	D009369	Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	244558	D006402	Hematologic Diseases	OTG	NA	Eosinophil percentage of white cells	https://genetics.opentargets.org/study/GCST004600	2016	NA	NA	0.298335717071902	0.65	1	Phase II	0.65	1	GWAS	0.02197386	NA	1	oncology	gwas	unsupported target	II
IL2RB-D011471	0.24	3	IL2RB-D011471	IL2RB	D011471	Prostatic Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244558	D006402	Hematologic Diseases	OTG	NA	Eosinophil percentage of white cells	https://genetics.opentargets.org/study/GCST004600	2016	NA	NA	0.298335717071902	0.65	1	Phase II	0.65	1	GWAS	0.02197386	NA	2	oncology	both	unsupported target	II
IL2RB-D014523	0.213	3	IL2RB-D014523	IL2RB	D014523	Urethral Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244558	D006402	Hematologic Diseases	OTG	NA	Eosinophil percentage of white cells	https://genetics.opentargets.org/study/GCST004600	2016	NA	NA	0.298335717071902	0.65	1	Phase II	0.65	1	GWAS	0.02197386	NA	2	oncology	gwas	unsupported target	II
IL2RG-D000741	0.188	3	IL2RG-D000741	IL2RG	D000741	Anemia, Aplastic	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	244564	D053632	X-Linked Combined Immunodeficiency Diseases	OMIM	NA	Combined immunodeficiency, X-linked, moderate, 312863 (3), X-linked recessive	https://omim.org/entry/308380	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	hematology	both	unsupported target	II
IL2RG-D002289	0.182	3	IL2RG-D002289	IL2RG	D002289	Carcinoma, Non-Small-Cell Lung	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244564	D053632	X-Linked Combined Immunodeficiency Diseases	OMIM	NA	Combined immunodeficiency, X-linked, moderate, 312863 (3), X-linked recessive	https://omim.org/entry/308380	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
IL2RG-D002583	0.183	3	IL2RG-D002583	IL2RG	D002583	Uterine Cervical Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244564	D053632	X-Linked Combined Immunodeficiency Diseases	OMIM	NA	Combined immunodeficiency, X-linked, moderate, 312863 (3), X-linked recessive	https://omim.org/entry/308380	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	gwas	unsupported target	II
IL2RG-D004938	0.182	3	IL2RG-D004938	IL2RG	D004938	Esophageal Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244564	D053632	X-Linked Combined Immunodeficiency Diseases	OMIM	NA	Combined immunodeficiency, X-linked, moderate, 312863 (3), X-linked recessive	https://omim.org/entry/308380	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
IL2RG-D006258	0.19	3	IL2RG-D006258	IL2RG	D006258	Head and Neck Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244564	D053632	X-Linked Combined Immunodeficiency Diseases	OMIM	NA	Combined immunodeficiency, X-linked, moderate, 312863 (3), X-linked recessive	https://omim.org/entry/308380	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
IL2RG-D009128	0.18	2	IL2RG-D009128	IL2RG	D009128	Muscle Spasticity	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	TRUE	NA	244564	D053632	X-Linked Combined Immunodeficiency Diseases	OMIM	NA	Combined immunodeficiency, X-linked, moderate, 312863 (3), X-linked recessive	https://omim.org/entry/308380	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	OMIM	NA	NA	1	musculoskeletal, neurology, signs/symptoms	both	unsupported target	I
IL2RG-D009369	0.214	3	IL2RG-D009369	IL2RG	D009369	Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	244564	D053632	X-Linked Combined Immunodeficiency Diseases	OMIM	NA	Combined immunodeficiency, X-linked, moderate, 312863 (3), X-linked recessive	https://omim.org/entry/308380	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	oncology	gwas	unsupported target	II
IL2RG-D016410	0.35	3	IL2RG-D016410	IL2RG	D016410	Lymphoma, T-Cell, Cutaneous	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	244564	D053632	X-Linked Combined Immunodeficiency Diseases	OMIM	NA	Combined immunodeficiency, X-linked, moderate, 312863 (3), X-linked recessive	https://omim.org/entry/308380	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	oncology	both	unsupported target	II
IL2RG-D016511	0.916	3	IL2RG-D016511	IL2RG	D016511	Severe Combined Immunodeficiency	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	244564	D053632	X-Linked Combined Immunodeficiency Diseases	OMIM	NA	Combined immunodeficiency, X-linked, moderate, 312863 (3), X-linked recessive	https://omim.org/entry/308380	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	congenital, metabolic, immune	omim/tcga	genetically supported target	II
IL31-D001249	0	2	IL31-D001249	IL31	D001249	Asthma	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	respiratory, immune	both	unsupported target	I
IL31-D003876	0	5	IL31-D003876	IL31	D003876	Dermatitis, Atopic	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Launched	NA	NA	NA	NA	NA	3	congenital, dermatology, immune	gwas	unsupported target	Launched
IL31-D011536	0	4	IL31-D011536	IL31	D011536	Prurigo	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase III	NA	NA	NA	NA	NA	2	dermatology	gwas	unsupported target	III
IL31-D011565	0	2	IL31-D011565	IL31	D011565	Psoriasis	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	dermatology	both	unsupported target	I
IL31-D012595	0	3	IL31-D012595	IL31	D012595	Scleroderma, Systemic	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	NA	NA	NA	1	dermatology	gwas	unsupported target	II
IL31-D015212	0	2	IL31-D015212	IL31	D015212	Inflammatory Bowel Diseases	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	digestive	both	unsupported target	I
IL31-D045743	0	3	IL31-D045743	IL31	D045743	Scleroderma, Diffuse	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	NA	NA	NA	1	dermatology	gwas	unsupported target	II
IL31-D045745	0	3	IL31-D045745	IL31	D045745	Scleroderma, Limited	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	NA	NA	NA	1	dermatology	gwas	unsupported target	II
IL33-D000086382	0	3	IL33-D000086382	IL33	D000086382	COVID-19	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	244651	D001249	Asthma	OTG	NA	Childhood asthma (age<16)	https://genetics.opentargets.org/study/FINNGEN_R6_ASTHMA_CHILD	2022	NA	NA	0.146504431002954	0.75	1	Phase II	0.75	1	GWAS	NA	1.26450406268332	1	infection, respiratory	gwas	unsupported target	II
IL33-D001249	1	3	IL33-D001249	IL33	D001249	Asthma	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	244651	D001249	Asthma	OTG	NA	Childhood asthma (age<16)	https://genetics.opentargets.org/study/FINNGEN_R6_ASTHMA_CHILD	2022	NA	NA	0.146504431002954	0.75	1	Phase II	0.75	1	GWAS	NA	1.26450406268332	1	respiratory, immune	both	genetically supported target	II
IL33-D001327	1	2	IL33-D001327	IL33	D001327	Autoimmune Diseases	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	244702	D001327	Autoimmune Diseases	OTG	NA	Immunological or systemic disorder	https://genetics.opentargets.org/study/GCST90038603	2021	NA	NA	0.758907518993974	0.83	1	Phase I	0.83	1	GWAS	NA	1.0048984081665284	1	immune	both	genetically supported target	I
IL33-D003876	0.844	3	IL33-D003876	IL33	D003876	Dermatitis, Atopic	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	244708	D004485	Eczema	OTG	NA	Eczema	https://genetics.opentargets.org/study/GCST007075	2018	NA	NA	0.150921359979237	0.8	1	Phase II	0.8	1	GWAS	NA	NA	1	congenital, dermatology, immune	gwas	genetically supported target	II
IL33-D003928	0.233	3	IL33-D003928	IL33	D003928	Diabetic Nephropathies	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	244740	D006402	Hematologic Diseases	OTG	NA	Eosinophil percentage of white cells	https://genetics.opentargets.org/study/GCST004600	2016	NA	NA	0.751363636363636	0.82	1	Phase II	0.82	1	GWAS	0.09280104	NA	1	endocrine	gwas	unsupported target	II
IL33-D004715	0.237	3	IL33-D004715	IL33	D004715	Endometriosis	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	244740	D006402	Hematologic Diseases	OTG	NA	Eosinophil percentage of white cells	https://genetics.opentargets.org/study/GCST004600	2016	NA	NA	0.751363636363636	0.82	1	Phase II	0.82	1	GWAS	0.09280104	NA	1	other	gwas	unsupported target	II
IL33-D005512	0.757	3	IL33-D005512	IL33	D005512	Food Hypersensitivity	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	244775	D012130	Respiratory Hypersensitivity	OTG	NA	Allergic rhinitis	https://genetics.opentargets.org/study/GCST006409	2018	NA	NA	0.149419287485319	0.79	1	Phase II	0.79	1	GWAS	NA	1.08	2	immune	gwas	unsupported target	II
